,Facility Number,School Type,School District or Name,Facility Address,Age Group,MMR Vaccination Rate,County
3283,103020004,,Propel CS-Montour,3447 East Carson Street,Kindergarten,94.92,Allegheny
3284,103020004,,Propel CS-Montour,3447 East Carson Street,7th Grade,100.0,Allegheny
3285,103020004,,Propel CS-Montour,3447 East Carson Street,12th Grade,94.59,Allegheny
3286,103028192,,Propel CS-Northside,3447 East Carson Street,Kindergarten,97.06,Allegheny
3287,103028192,,Propel CS-Northside,3447 East Carson Street,7th Grade,97.73,Allegheny
3288,103024162,,Propel CS-Pitcairn,3447 East Carson Street,7th Grade,100.0,Allegheny
3289,102027560,,Provident CS,1400 Troy Hill Road,7th Grade,100.0,Allegheny
3290,103027753,,Quaker Valley HS,625 Beaver St,12th Grade,98.11,Allegheny
3291,103027753,,Quaker Valley MS,618 Harbaugh Street,7th Grade,97.87,Allegheny
3292,103024102,,Ramsey El Sch,2200 Ramsey Rd,Kindergarten,98.36,Allegheny
3293,203024715,,Redeemer Lutheran School-Verona,700 Idaho Avenue,Kindergarten,100.0,Allegheny
3294,103028302,,Reserve Primary Sch,2107 Lonsdale St,Kindergarten,97.06,Allegheny
3295,103026343,,Richard J. Hyde El Sch,110 Wallridge Dr,Kindergarten,97.62,Allegheny
3296,103021003,,Richland El Sch,3811 Bakerstown Road,Kindergarten,98.97,Allegheny
3297,103028203,,Riverview JSHS,100 Hulton Rd,7th Grade,100.0,Allegheny
3298,103028203,,Riverview JSHS,100 Hulton Rd,12th Grade,100.0,Allegheny
3299,103026902,,Ross El Sch,90 Houston Rd,Kindergarten,95.65,Allegheny
3300,202024855,,Sacred Heart Elementary School,325 Emerson Street,Kindergarten,94.12,Allegheny
3301,202024855,,Sacred Heart Elementary School,325 Emerson Street,7th Grade,95.65,Allegheny
3302,103028302,,Scott Primary Sch,705 Scott Ave,Kindergarten,98.89,Allegheny
3303,203025205,,Serra Catholic High School,200 Hershey Dr,12th Grade,100.0,Allegheny
3304,203024805,,Seton Lasalle High School,1000 McNeilly Rd,12th Grade,98.63,Allegheny
3305,203025225,,Sewickley Academy,315 Academy Ave,Kindergarten,100.0,Allegheny
3306,203025225,,Sewickley Academy,315 Academy Ave,7th Grade,94.59,Allegheny
3307,203025225,,Sewickley Academy,315 Academy Ave,12th Grade,97.44,Allegheny
3308,203025245,,Shady Side Academy Junior Sch,400 S Braddock Ave,Kindergarten,97.56,Allegheny
3309,203025265,,Shady Side Academy Middle Sch,100 Benedum Lane,7th Grade,100.0,Allegheny
3310,203025255,,Shady Side Academy Senior School,423 Fox Chapel Road,12th Grade,99.25,Allegheny
3311,103028302,,Shaler Area HS,381 Wible Run Rd,12th Grade,100.0,Allegheny
3312,103028302,,Shaler Area MS,1810 Mt Royal Blvd,7th Grade,97.69,Allegheny
3313,103028653,,South Allegheny El Sch,1707 Washington Boulevard,Kindergarten,87.91,Allegheny
3314,103028653,,South Allegheny HS,2743 Washington Blvd,12th Grade,100.0,Allegheny
3315,103028653,,South Allegheny MS,2743 Washington Blvd,7th Grade,95.83,Allegheny
3316,103028703,,South Fayette MS,3700 Old Oakdale Rd,7th Grade,98.37,Allegheny
3317,103028703,,South Fayette Twp El Sch,3620 Old Oakdale Rd,Kindergarten,97.6,Allegheny
3318,103028703,,South Fayette Twp HS,3640 Old Oakdale Rd,12th Grade,97.82,Allegheny
3319,203028051,,South Hills Catholic Academy,550 Sleepy Hollow Rd,Kindergarten,59.57,Allegheny
3320,203028051,,South Hills Catholic Academy,550 Sleepy Hollow Rd,7th Grade,89.66,Allegheny
3321,103028753,,South Park Elem Center,2001 Eagle Pride Lane,Kindergarten,98.82,Allegheny
3322,103028753,,South Park MS,2500 Stewart Rd,7th Grade,100.0,Allegheny
3323,103028753,,South Park SHS,2005 Eagle Ridge Dr,12th Grade,100.0,Allegheny
3324,103020603,,Springdale JSHS,501 Butler Rd,7th Grade,98.63,Allegheny
3325,103020603,,Springdale JSHS,501 Butler Rd,12th Grade,98.48,Allegheny
3326,202025745,,St Bede School,6920 Edgerton Ave,Kindergarten,100.0,Allegheny
3327,202025745,,St Bede School,6920 Edgerton Ave,7th Grade,92.31,Allegheny
3328,202026165,,St Edmunds Academy,5705 Darlington Rd,Kindergarten,100.0,Allegheny
3329,202026165,,St Edmunds Academy,5705 Darlington Rd,7th Grade,100.0,Allegheny
3330,203026785,,St Joseph High School,800 Montana Ave,12th Grade,96.3,Allegheny
3331,202027085,,St Louise De Marillac School,310 McMurray Rd,Kindergarten,96.67,Allegheny
3332,202027085,,St Louise De Marillac School,310 McMurray Rd,7th Grade,98.18,Allegheny
3333,203028045,,St Therese School,3 Saint Therese CT,Kindergarten,96.77,Allegheny
3334,203028045,,St Therese School,3 Saint Therese CT,7th Grade,100.0,Allegheny
3335,103028833,,Steel Valley MS,3114 Main St,7th Grade,99.03,Allegheny
3336,103028833,,Steel Valley SHS,3113 Main St,12th Grade,98.99,Allegheny
3337,103028853,,Sto-Rox Primary Ctr,300 Ewing Rd,Kindergarten,93.75,Allegheny
3338,103029203,,Streams El Sch,1560 Ashlawn Dr,Kindergarten,96.2,Allegheny
3339,103028203,,Tenth Street El Sch,901 Pennsylvania Ave,Kindergarten,100.0,Allegheny
3340,103029553,,Thomas Jefferson HS,830 Old Clairton Rd,12th Grade,99.59,Allegheny
3341,203021355,,Trinity Christian School,299 Ridge Ave,Kindergarten,90.91,Allegheny
3342,203021355,,Trinity Christian School,299 Ridge Ave,7th Grade,88.37,Allegheny
3343,203021355,,Trinity Christian School,299 Ridge Ave,12th Grade,86.11,Allegheny
3344,103029902,,Turtle Creek EL STEAM Academy,126 Monroeville Ave,Kindergarten,93.33,Allegheny
3345,103026002,,Twin Rivers El Sch,1600 Cornell St,Kindergarten,84.38,Allegheny
3346,202023515,,Universal Academy of Pittsburgh,2103 Hampton Street,Kindergarten,64.1,Allegheny
3347,103024102,,University Park El Sch,320 Noel Dr,Kindergarten,96.88,Allegheny
3348,103029203,,Upper Saint Clair HS,1825 McLaughlin Run Rd,12th Grade,98.46,Allegheny
3349,103023090,,Urban Academy of Greater Pittsburgh CS,437 Turret Street,Kindergarten,89.66,Allegheny
3350,102023080,,Urban Pathways 6-12 CS,914 Penn Avenue,7th Grade,100.0,Allegheny
3351,102023080,,Urban Pathways 6-12 CS,914 Penn Avenue,12th Grade,100.0,Allegheny
3352,103028246,,Urban Pathways K-5 College CS,925 Penn Avenue,Kindergarten,66.07,Allegheny
3353,103028203,,Verner El Sch,700 1st St,Kindergarten,91.3,Allegheny
3354,300028690,,Waldorf School of Pittsburgh,201 South Winebiddle Street,Kindergarten,85.11,Allegheny
3355,203029635,,Walnut Grove Christian School,44 Adams Ave,Kindergarten,85.71,Allegheny
3356,103026402,,Washington El Sch,735 Washington Rd,Kindergarten,98.65,Allegheny
3357,300022370,,Watson Institute Education Center,301 Camp Meeting Rd,12th Grade,77.19,Allegheny
3358,303028175,,Watson Institute Education Center South,230 Hickory Grade Rd,12th Grade,75.68,Allegheny
3359,300029680,,Wesley K-8 School,243 Johnston Rd,12th Grade,100.0,Allegheny
3360,103029403,,West Allegheny MS,207 W Allegheny Rd,7th Grade,96.86,Allegheny
3361,103029403,,West Allegheny SHS,205 W Allegheny Rd,12th Grade,98.86,Allegheny
3362,103029603,,West Mifflin Area HS,91 Commonwealth Ave,12th Grade,97.87,Allegheny
3363,103029603,,West Mifflin Area MS,81 Commonwealth Ave,7th Grade,90.51,Allegheny
3364,103026902,,West View El Sch,47 Chalfonte Ave,Kindergarten,94.87,Allegheny
3365,300029830,,Western PA School for Blind,201 N Bellefield Ave,12th Grade,91.67,Allegheny
3366,103028425,,Westinghouse Arts Academy CS,320 Marguerite Avenue,12th Grade,97.37,Allegheny
3367,103021003,,Wexford El Sch,250 Brown Road,Kindergarten,100.0,Allegheny
3368,103029902,,Wilkins El STEAM Academy,362 Churchill Rd,Kindergarten,89.58,Allegheny
3369,103021252,,William Penn El Sch,110 Woodlet Ln,Kindergarten,93.75,Allegheny
3370,103023153,,William Penn El Sch,392 William Penn Road,Kindergarten,95.12,Allegheny
3371,103029403,,Wilson El Sch,100 Bruno Lane,Kindergarten,95.56,Allegheny
3372,202029805,,Winchester Thurston School,555 Morewood Ave,Kindergarten,100.0,Allegheny
3373,202029805,,Winchester Thurston School,555 Morewood Ave,7th Grade,98.18,Allegheny
3374,202029805,,Winchester Thurston School,555 Morewood Ave,12th Grade,92.54,Allegheny
3375,103029902,,Woodland Hills HS,2550 Greensburg Pike,12th Grade,97.87,Allegheny
3376,103024603,,Wyland El Sch,2284 Wyland Ave,Kindergarten,88.64,Allegheny
3377,103020368,,Young Scholars of Greater Allegheny CS,10 Center Street,Kindergarten,92.5,Allegheny
3378,103020368,,Young Scholars of Greater Allegheny CS,10 Center Street,7th Grade,100.0,Allegheny
3379,103025206,,Young Scholars of Western Pennsylvania CS,600 Newport Drive,Kindergarten,93.55,Allegheny
3380,103025206,,Young Scholars of Western Pennsylvania CS,600 Newport Drive,7th Grade,100.0,Allegheny
3381,128030603,,Apollo-Ridge Elem Sch,1831 State Route 56,Kindergarten,97.62,Armstrong
3382,128030603,,Apollo-Ridge HS,1825 State Route 56,12th Grade,96.61,Armstrong
3383,128030603,,Apollo-Ridge MS,1829 State Route 56,7th Grade,96.94,Armstrong
3384,128030852,,Armstrong JSHS,300 Buffington Dr,7th Grade,100.0,Armstrong
3385,128030852,,Armstrong JSHS,300 Buffington Dr,12th Grade,98.31,Armstrong
3386,128033053,,Buffalo El Sch,PO Box C,Kindergarten,94.25,Armstrong
3387,128034503,,David Leech El Sch,200 Siberian Ave,Kindergarten,95.59,Armstrong
3388,128030852,,Elderton El Sch,239 S. Lytle Street,Kindergarten,95.83,Armstrong
3389,128033053,,Freeport Area MS,PO Box C,7th Grade,97.79,Armstrong
3390,128033053,,Freeport Area SHS,PO Box H,12th Grade,97.58,Armstrong
3391,128034503,,Leechburg Area HS,215 1st St,12th Grade,100.0,Armstrong
3392,128034503,,Leechburg Area MS,215 1st St.,7th Grade,97.87,Armstrong
3393,128030852,,Lenape El Sch,2300 Center Ave,Kindergarten,92.13,Armstrong
3394,128034607,,Lenape Tech,2215 Chaplin Avenue,12th Grade,95.1,Armstrong
3395,128030852,,Shannock Valley El Sch,210 Cowanshannock Avenue,Kindergarten,98.21,Armstrong
3396,128033053,,South Buffalo El Sch,562 Freeport Rd,Kindergarten,92.11,Armstrong
3397,128030852,,West Hills Primary Sch,181 Heritage Park Drive,Kindergarten,95.45,Armstrong
3398,128030852,,West Shamokin JSHS,178 Wolf Drive,7th Grade,98.18,Armstrong
3399,128030852,,West Shamokin JSHS,178 Wolf Drive,12th Grade,98.04,Armstrong
3400,127040503,,Aliquippa El Sch,800 Twenty-First Street,Kindergarten,95.24,Beaver
3401,127040503,,Aliquippa JSHS,800 21st Street,7th Grade,100.0,Beaver
3402,127040503,,Aliquippa JSHS,800 21st Street,12th Grade,100.0,Beaver
3403,127040703,,Ambridge Area HS,909 Duss Avenue,12th Grade,97.41,Beaver
3404,127040703,,Ambridge Area MS,401 First Street,7th Grade,98.17,Beaver
3405,127046517,,Baden Academy CS,1016 State Street,Kindergarten,95.65,Beaver
3406,127041203,,Beaver Area MS,Gypsy Glen Rd,7th Grade,97.92,Beaver
3407,127041203,,Beaver Area SHS,Gypsy Glen Rd,12th Grade,98.05,Beaver
3408,227040805,,Beaver Co Christian Sch -Upper,510 37th Street,12th Grade,80.0,Beaver
3409,227042850,,Beaver Co Christian School Lower,4001 6th Avenue,Kindergarten,70.0,Beaver
3410,127041503,,Beaver Falls Area SHS,1701 8th Ave,12th Grade,100.0,Beaver
3411,127041503,,Beaver Falls MS,1601 8th Ave,7th Grade,100.0,Beaver
3412,127000000,,Beaver Valley IU 27,147 Poplar Avenue,12th Grade,91.43,Beaver
3413,127041503,,Big Beaver El Sch,588 Friendship Drive,Kindergarten,90.48,Beaver
3414,127041603,,Blackhawk HS,500 Blackhawk Rd,12th Grade,97.66,Beaver
3415,127041603,,Blackhawk Intermediate Sch,635 Shenango Rd,Kindergarten,98.23,Beaver
3416,127042003,,Center Grange Primary School,225 Center Grange Rd,Kindergarten,97.69,Beaver
3417,127041503,,Central El Sch,805 15th Street,Kindergarten,95.59,Beaver
3418,127042003,,Central Valley HS,160 Baker Road Ext,12th Grade,98.4,Beaver
3419,127042003,,Central Valley MS,1500 Allen Ave,7th Grade,96.57,Beaver
3420,127041203,,College Square El Sch,375 College Ave,Kindergarten,95.21,Beaver
3421,127040703,,Economy El Sch,1000 First Street,Kindergarten,97.01,Beaver
3422,127049303,,Fairview El Sch,343 Ridgemont Dr,Kindergarten,97.44,Beaver
3423,127042853,,Freedom Area El Sch,1700 School St.,Kindergarten,90.0,Beaver
3424,127042853,,Freedom Area MS,1702 School Street,7th Grade,96.94,Beaver
3425,127042853,,Freedom Area SHS,1190 Bulldog Dr,12th Grade,97.56,Beaver
3426,127040703,,Highland El Sch,1101 Highland Avenue,Kindergarten,92.31,Beaver
3427,127041603,,Highland MS,402 Shenango Rd,7th Grade,99.43,Beaver
3428,127044103,,Hopewell El Sch,3000 Kane Road,Kindergarten,91.94,Beaver
3429,127044103,,Hopewell JHS,2354 Brodhead Rd,7th Grade,98.53,Beaver
3430,127044103,,Hopewell SHS,1215 Longvue Ave,12th Grade,98.1,Beaver
3431,127044103,,Independence El Sch,103 School Road,Kindergarten,95.24,Beaver
3432,127040002,,Lincoln Park Performing Arts CS,One Lincoln Park,7th Grade,95.89,Beaver
3433,127040002,,Lincoln Park Performing Arts CS,One Lincoln Park,12th Grade,96.71,Beaver
3434,127044103,,Margaret Ross El Sch,1955 Maratta Rd,Kindergarten,94.29,Beaver
3435,127045303,,Midland El/MS,173 7th St,7th Grade,100.0,Beaver
3436,127045653,,New Brighton Area El Sch,3200 43rd St,Kindergarten,97.03,Beaver
3437,127045653,,New Brighton Area HS,3202 43rd St,12th Grade,96.39,Beaver
3438,127045653,,New Brighton Area MS,901 Penn Ave,7th Grade,99.02,Beaver
3439,127041603,,Patterson Primary Sch,701 Darlington Rd,Kindergarten,97.87,Beaver
3440,127043430,,Pennsylvania Cyber CS,652 Midland Ave,Kindergarten,75.67,Beaver
3441,127043430,,Pennsylvania Cyber CS,652 Midland Ave,7th Grade,92.97,Beaver
3442,127043430,,Pennsylvania Cyber CS,652 Midland Ave,12th Grade,94.34,Beaver
3443,127045853,,Riverside El Sch,302 Country Club Drive,Kindergarten,95.24,Beaver
3444,127045853,,Riverside HS,300 Country Club Dr,12th Grade,94.96,Beaver
3445,127045853,,Riverside MS,302 Country Club Dr,7th Grade,95.28,Beaver
3446,127046903,,Rochester Area El Sch,540 Reno Street,Kindergarten,86.21,Beaver
3447,127046903,,Rochester High School,540 Reno Street,12th Grade,100.0,Beaver
3448,127046903,,Rochester MS,540 Reno Street,7th Grade,100.0,Beaver
3449,127047404,,South Side El Sch,4949 State Route 151,Kindergarten,95.08,Beaver
3450,127047404,,South Side HS,4949 State Route 151,12th Grade,100.0,Beaver
3451,127047404,,South Side MS,4949 State Route 151,7th Grade,96.97,Beaver
3452,127040703,,State Street El Sch,600 Harmony Road,Kindergarten,96.55,Beaver
3453,127049303,,Western Beaver Co JSHS,216 Engle Rd,7th Grade,93.75,Beaver
3454,127049303,,Western Beaver Co JSHS,216 Engle Rd,12th Grade,100.0,Beaver
3455,104101252,,Broad Street El Sch,200 Broad St,Kindergarten,90.48,Butler
3456,104101252,,Butler Area IHS,551 Fairground Hill Road,7th Grade,95.23,Butler
3457,104101252,,Butler Area IHS,551 Fairground Hill Road,7th Grade - Home School,20.0,Butler
3458,104101252,,Butler Area SHS,120 Campus Lane,12th Grade,96.68,Butler
3459,204101004,,Butler Catholic School,515 East Locust Street,Kindergarten,95.65,Butler
3460,104101252,,Center Twp Sch,950 Mercer Road,Kindergarten,97.89,Butler
3461,104101252,,Connoquenessing El Sch,102 Connoquenessing School Road,Kindergarten,92.68,Butler
3462,104107903,,Connoquenessing Valley El Sch,300 Pittsburgh St,Kindergarten,94.16,Butler
3463,104105353,,Dassa McKinney El Sch,391 Hooker Rd,Kindergarten,93.98,Butler
3464,104107903,,Ehrman Crest El Sch,2070 Ehrman Rd,Kindergarten,94.7,Butler
3465,104101252,,Emily Brittain El Sch,338 North Washington Street,Kindergarten,95.0,Butler
3466,304100013,,Goddard School,8065 Rowan Road,Kindergarten,100.0,Butler
3467,104107903,,Haine El Sch,1516 Haine School Rd,Kindergarten,97.1,Butler
3468,204102754,,Holy Sepulcher School,6515 Old Route 8 North Road,Kindergarten,92.0,Butler
3469,104103603,,Karns City Area El Sch,205 Kittanning Street,Kindergarten,91.04,Butler
3470,104103603,,Karns City Jr/Sr HS,1446 Kittanning Pike,7th Grade,100.0,Butler
3471,104103603,,Karns City Jr/Sr HS,1446 Kittanning Pike,12th Grade,100.0,Butler
3472,104107803,,Knoch HS,345 Knoch Rd,12th Grade,97.52,Butler
3473,104107803,,Knoch MS,754 Dinnerbell Rd,7th Grade,98.7,Butler
3474,104107803,,Knoch Primary Sch,328 Knoch Road,Kindergarten,91.53,Butler
3475,104105003,,Mars Area MS,1775 Three Degree Rd,7th Grade,98.18,Butler
3476,104105003,,Mars Area Primary Ctr,547 Route 228,Kindergarten,97.47,Butler
3477,104105003,,Mars Area SHS,520 Route 228,12th Grade,99.22,Butler
3478,104101252,,Mcquistion El Sch,210 Mechling Drive,Kindergarten,94.81,Butler
3479,104105353,,Moniteau JSHS,1810 W Sunbury Rd,7th Grade,98.15,Butler
3480,104105353,,Moniteau JSHS,1810 W Sunbury Rd,12th Grade,98.97,Butler
3481,104107503,,Moraine El Sch,350 Main St,Kindergarten,98.04,Butler
3482,202024475,,North Catholic High School,1617 Route 228,12th Grade,97.13,Butler
3483,104101252,,Northwest El Sch,124 Staley Avenue,Kindergarten,94.2,Butler
3484,204106004,,Portersville Christian School,343 E Portersville Road,12th Grade,100.0,Butler
3485,104107903,,Rowan El Sch,8051 Rowan Rd,Kindergarten,91.57,Butler
3486,104107903,,Ryan Gloyer MS,122 Seneca School Rd,7th Grade,97.5,Butler
3487,104107903,,Seneca Valley HS,128 Seneca School Rd,12th Grade,97.01,Butler
3488,104107503,,Slippery Rock Area El Sch,470 N Main St,Kindergarten,100.0,Butler
3489,104107503,,Slippery Rock Area HS,201 Kiester Rd,12th Grade,97.69,Butler
3490,104107503,,Slippery Rock Area MS,201 Kiester Rd,7th Grade,96.73,Butler
3491,204107504,,St Gregory School,115 Pine St,Kindergarten,90.0,Butler
3492,204100002,,St Kilian Catholic School,7076 Franklin Road,Kindergarten,98.61,Butler
3493,204100002,,St Kilian Catholic School,7076 Franklin Road,7th Grade,100.0,Butler
3494,204107604,,St Luke Lutheran School,330 Hannahstown Rd,Kindergarten,81.48,Butler
3495,104103603,,Sugarcreek El Sch,1290 State Route 268,Kindergarten,85.71,Butler
3496,104101252,,Summit El Sch,351 Brinker Road,Kindergarten,90.0,Butler
3497,208110505,,Bishop Carroll High School,728 Ben Franklin Hwy,12th Grade,100.0,Cambria
3498,208115005,,Bishop McCort Catholic Elementary West,25 Osborne St,Kindergarten,95.45,Cambria
3499,208112338,,Bishop McCort Catholic High School,25 Osborne St,7th Grade,100.0,Cambria
3500,208110755,,Bishop McCort High School,25 Osborne St,7th Grade,100.0,Cambria
3501,208110755,,Bishop McCort High School,25 Osborne St,12th Grade,98.25,Cambria
3502,108110603,,Blacklick Valley El Ctr,1000 W Railroad St,Kindergarten,96.08,Cambria
3503,108110603,,Blacklick Valley JSHS,555 Birch St,7th Grade,100.0,Cambria
3504,108110603,,Blacklick Valley JSHS,555 Birch St,12th Grade,100.0,Cambria
3505,108111303,,Cambria El Sch,212 Schoolhouse Rd,Kindergarten,95.65,Cambria
3506,108111203,,Cambria Heights El Sch,138 East Campbell St,Kindergarten,92.77,Cambria
3507,108111203,,Cambria Heights MS,414 Glendale Lake Rd,7th Grade,98.08,Cambria
3508,108111203,,Cambria Heights SHS,426 Glendale Lake Rd,12th Grade,99.02,Cambria
3509,108111303,,Central Cambria HS,204 Schoolhouse Rd,12th Grade,100.0,Cambria
3510,108111303,,Central Cambria MS,206 Schoolhouse Road,7th Grade,98.43,Cambria
3511,108111403,,Conemaugh Valley El Sch,1340 William Penn Avenue,Kindergarten,100.0,Cambria
3512,108111403,,Conemaugh Valley JSHS,1342 William Penn Ave,7th Grade,100.0,Cambria
3513,108111403,,Conemaugh Valley JSHS,1342 William Penn Ave,12th Grade,100.0,Cambria
3514,108112003,,Ferndale Area JSHS,600 Harlan Ave,7th Grade,100.0,Cambria
3515,108112003,,Ferndale Area JSHS,600 Harlan Ave,12th Grade,100.0,Cambria
3516,108112003,,Ferndale El Sch,100 Dartmouth Ave,Kindergarten,95.12,Cambria
3517,108112203,,Forest Hills El Sch,PO Box 290,Kindergarten,99.24,Cambria
3518,108112203,,Forest Hills JSHS,PO Box 325,7th Grade,98.51,Cambria
3519,108112203,,Forest Hills JSHS,PO Box 325,12th Grade,100.0,Cambria
3520,108112502,,Greater Johnstown El Sch,196 Westgate Dr,Kindergarten,96.14,Cambria
3521,108112502,,Greater Johnstown MS,220 Messenger Street,7th Grade,95.83,Cambria
3522,108112502,,Greater Johnstown SHS,222 Central Ave,12th Grade,98.29,Cambria
3523,208112755,,Holy Name School,215 W. Horner Street,Kindergarten,96.0,Cambria
3524,208112755,,Holy Name School,215 W. Horner Street,7th Grade,95.24,Cambria
3525,108111303,,Jackson El Sch,3704 William Penn Avenue,Kindergarten,90.32,Cambria
3526,108114503,,Northern Cambria El Sch,601 Joseph St,Kindergarten,96.61,Cambria
3527,108114503,,Northern Cambria HS,813 35th St,12th Grade,98.61,Cambria
3528,108114503,,Northern Cambria MS,601 Joseph St,7th Grade,94.37,Cambria
3529,108116003,,Penn Cambria HS,401 Linden Ave,12th Grade,97.84,Cambria
3530,108116003,,Penn Cambria MS,401 Division St,7th Grade,100.0,Cambria
3531,108116003,,Penn Cambria Pre-Primary,205 6th St,Kindergarten,95.74,Cambria
3532,108116303,,Portage Area El Sch,84 Mountain Ave,Kindergarten,96.77,Cambria
3533,108116303,,Portage Area JSHS,85 Mountain Ave,7th Grade,100.0,Cambria
3534,108116303,,Portage Area JSHS,85 Mountain Ave,12th Grade,100.0,Cambria
3535,108116503,,Richland El Sch,338 Theatre Dr,Kindergarten,98.13,Cambria
3536,108116503,,Richland HS,One Academic Avenue,7th Grade,99.06,Cambria
3537,108116503,,Richland HS,One Academic Avenue,12th Grade,99.19,Cambria
3538,108118503,,Westmont Hilltop El Sch,827 Diamond Blvd,Kindergarten,97.17,Cambria
